Welche Aufgaben hat der Betriebsleiter?(5),Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),die Feststellung von Personalbedarf die Auswahl des Fahr- & Betriebspersonalsdie Untersuchung von Verfehlungen und sich daraus ergebene Maßnahmen zu ergreifen die Planung und den Bau von Betriebsanlagen zu unterstützen Fahrzeugbeschaffung,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wann muss eine Dienstanweisung erstellt werden?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Wenn ein Betriebsleiter bestellt wird muss eine Dienstanweisung erstellt und der Genehmigungsbehörde vorgelegt werden,Nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
7 Punkte die sie in einer Dienstanweisung anordnen können,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Verhalten bei Unfällen und Betriebsstörungenunfallverhüdende Maßnahmen/vorsch (UVV)Abholen und Abstellen von Fahrzeugen Arbeitszeiten bestimmte Tankstellen ob Fernfahrten erlaubt sind Verhalten der Fahrer,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche Aufgaben haben die Verbände?(4),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Beratung Unterstützung Aus- & Weiterbildung der Mitglieder Interessenvertretung gegenüber Behörden,Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche Aufgaben haben Zentralen?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Vorteile bringt Ihnen der Anschluss an eine Taxizentrale?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Der Funk ermöglicht eine schnelle und wirtschaftliche Ausführung von Fahraufträgen. Außerdem hat der Fahrer größere Sicherheit.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welcher Vertrag kommt zwischen Taxizentrale und Unternehmer zustande?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Ein Vermittlungsvertrag,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welcher Vertrag kommt zwischen Fahrgast und Unternehmer zustande?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Werkvertrag,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Escher Vertrag kommt zwischen einem Rechtsanwalt und einem Mandanten zustande?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Dienstleistungsvertrag,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Was sind die wichtigsten Rechtsgrundlagen des Straßenverkehrsrechts?(4),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,StraßenverkehrsgesetzStraßenverkehrsordnung (StVO)Straßenverkehrszulassungsordnungen (StVZO)Führerscheinverordnung,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Unterschied zwischen StVO und StVZO?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,StVO: regelt das Verhalten der Verkehrsteilnehmer auf der Straße StVZO: regelt die Zulassung von Personen und Fahrzeugen im Straßenverkehr.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
§1 der StVO?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Die Teilnahme am Straßenverkehr erfordert ständige Vorsicht und gegenseitige Rücksicht.Wer am Straßenverkehr teilnimmt hat sich so zu verhalten dass kein andere geschädigt gefährdet oder mehr als nach den Umständen unvermeidbar behindert oder belästigt wird,Nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wie können sie zur Verkehrssicherheit beitragen?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Immer mir dem Fehlverhalten anderer rechnen besonders bei Kindern Behinderten und älteren Personen.An Schulen Kindergärten und Altenheimen vorsichtig und aufmerksam fahren. Geschwindigkeitsbegrenzung einhalten.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Ja,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wann muss man besonders aufmerksam fahren?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche Unterlagen muss man der Zulassungsstelle bei der Zulassung eines Mietwagens vorlegen?(8),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Personalausweis/Pass des Halters GewerbeanmeldungHU Bescheinigung nach BOKraft Vollmacht des Halters Fahrzeugschein (Zulassungsbescheinigung I)Fahrzeugbrief (Zulassungsbecheinigung II)VersicherungsbestätigungKennzeichenschilder,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wann müssen Taxis und Mietwagen zu außerordentlichen HU?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Vor dem ersten Einsatz als Taxi/MietwagenWenn das Fahrzeug länger als 1 Jahr als Taxi oder Mietwagen außer Betrieb war,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was wird bei der außerordentlichen HU geprüft?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wo ist der nächste TÜV-Termin vermerkt?Wie weit kann der Termin überzogen werden?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Im KFZ-Schein steht der nächste TÜV-Termin & auf dem Kennzeichen ein Siegel.Er darf nicht überzogen werden.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Muss die HU Bescheinigung im Auto mitgeführt werden?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Nein,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche besondere Regelung gilt für die Ersterteilung oder Verlängerung des FzF für ältere Bewerber?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Durch welche Regelungen werden Taxis gegenüber anderen Fahrzeugen im Straßenverkehr bevorzugt?(3),Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wann dürfen Taxifahrer den Taxistandplatz nicht benutzen?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Wenn keine Beförderungsabsicht vorliegt.,Nein,Ja,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Wie oft müssen Taxi und Mietwagen zur Abgasuntersuchung?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,Die AU is Bestandteil der HU deshalb also jährlich,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Dürfen Taxis auf der Busspur halten?,Bei vollständiger Besetzung min 50kg,Nur and den Bushaltestellen und nur wenn man dabei keinen Bus behindert,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wer zahlt das Bußgeld wenn ein Fahrgast nicht angeschnallt ist?,Der Fahrgast. Jeder zahlt für sich selbst.,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Kann man als Fahrradfahrer Punkte in Flensburg sammeln?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Ja,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche allgemeinen Umweltschutzregeln muss man bei der Benutzung von Fahrzeugen beachten?(5),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,unnötige Lärmbelästigung vermeiden unnötiges Hin- & Herfahren unterlassen Motor nicht unnötig laufen lassen Türen leise schließen Abgasbelästigung vermeiden,Nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
4 Maßnahmen die man als Fahrer beachten muss um umweltschonend zu fahren?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Motor nicht aufwärmen sofort losfahren Keine Kavalierstarts rechtzeitiges Schaltenvorausschauend fahren Schwung nutztenbei längerem Warten Motor abstellenEntfernen von Ballastregelmäßige Inspektion und Wartung empfohlenen Reifendruck einhalten,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wo sollte sich ein größerer Taxi- oder Mietwagenbetrieb möglichst ansiedeln?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Im Gewerbegebiet weil dort die Lärmgrenzwerte sehr hoch sind und es deshalb besonders nachts keine Probleme mit Anwohnern gibt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Mindestprofiltiefe Autoreifen?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,16 mm,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Was muss man tun wenn das Fahrzeug Öl verliert?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Ja,Andere Verkehrsteilnehmer warnenDie Ölspur beseitigen oder die Feuerwehr rufenDie Ursache für den Ölverlust beseitigen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was ist Aquaplaning?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Eine rutschige Wasserschicht auf der Fahrbahn wodurch das Fahrzeug keine Brems- Lenkwirkung mehr hat,Nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche besonderen Einrichtungen müssen auf dem Betriebshof vorhanden sein wenn man sein Kfz selbst reinigen und warten will?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ölabscheider für die Kanalisation Entsorgungsmöglichkeiten für Spraydosen Altöl,00 Promille,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Wie wird die Autowäsche möglichst umweltgerecht durchgeführt?,Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Am besten fährt man das Auto in eine Waschstraße. Diese Anlagen fangen die Schadstoffe wie Öl Fett und Teere auf damit diese nicht in die Kanalisation gelangen,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche Umweltgesetze treffen das TuM-Gewerbe?(3),Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Bundesimmisionsschutzgesetz (BImSchG)Abfallgesetz (AbfG)Wasserhaushaltsgesetz (WHG),Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Was sind Emissionen im Sinne des Bundesimmisionsschutzgesetzes?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Emissionen sind die von Anlagen wie z.B. Betriebsstätten Maschinen Fahrzeugen ausgehendenLuftverunreinigungGeräusche/ErschütterungenLicht/Wärmestrahlung Und ähnliche Umwelteinwirkungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Was sind Immissionen im Sinne des Bundesimmisionsschutzgesetzes?,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Immissionen sind die LuftverunreinigungenGeräusche/ErschütterungenLicht/WärmestrahlenUnd ähnliche Umwelteinwirkungendie auf Menschen Tiere und Pflanzen Boden Wasser Atmosphäre einwirken.,Min. 2 Türen auf der rechten Längsseite,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Behörde ist für Lärmschutzmessungen zuständig?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Das zuständige Gewerbeaufsichtsamt.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welche Anforderungen muss man Bein Abschleppen eines Pkw beachten?(5),Bei vollständiger Besetzung min 50kg,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,Abschleppen ist nur zur Nothilfe erlaubtBeide Fahrzeuge müssen die Warnblinkleuchten einschalten Auf Autobahn nur bis zur nächsten Ausfahrt Kein Auffahren auf Autobahn Abschleppen nur bis zum nächsten sicheren Haltepunkt (Werkstatt),Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Welche Kleidung ist bei Reparaturen und Unfällen vorgeschrieben?,Werkvertrag,Warnweste,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Ja,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Welche 4 Maßnahmen muss man als erstes und in welcher Reihenfolge ergreifen wenn das Fahrzeug droht stehen zu bleiben?(4),Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Warmblinkanlage einschaltenSo weit wie möglich rechts haltenWarnweste anziehenWarndreieck aufstellen,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Sie melden einen Unfall mit verletzten über den polizeilichen Notruf.Welche Angaben sollen Sie machen? 5x „W“,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Wo ist es passiert?Was ist passiert?Wie viele Verletzte?Welche Art der Verletzungen?Wer spricht? (Name),Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,Nein,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,Min. 2 Türen auf der rechten Längsseite,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
Welchen Schaden kann ein Kunde geltend machen wenn der Taxifahrer die angegebene Adresse nicht findet?,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,Ja wenn er frei is muss er sogar.,00 Promille,Es können Vermögensschäden geltend gemacht werden.Der Kunde kommt zum Beispiel zu spät zu einem Geschäftstermin und verliert dadurch den Auftrag.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Hell-Elfenbein Farbton RAL 1015,Warnweste jaFeuerlöscher nein,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO)
Wozu dient eine Rechtschutzversicherung?,Bei vollständiger Besetzung min 50kg,Um die Kosten eines Rechtstreits (Anwalt- & Gerichtskosten) abzudecken.,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),Ja,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.
Wozu dient eine Betriebshaftpflichtversicherung?,Werkvertrag,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,Dienstleistungsvertrag,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,Sie deckt alle Schäden die nicht durch die unmittelbare Benutzung des Fahrzeugs sondern durch andere betriebliche Umstände verursacht werden.,Wenn keine Beförderungsabsicht vorliegt.,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft
Welche Schäden deckt die Insassenversicherung?,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,Personenschäden beförderter Personen die nicht von einer Haftpflichtversicherung übernommen werden.,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015
